,Unnamed: 0,Country,City,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
399,36737,ru,kuznetsk,53.11675,46.600368,17.11,87,92,6.85
400,36753,ru,kyzyl-oktyabr,43.825701,41.786047,,,,
401,36812,ru,letnyaya stavka,45.430556,43.447222,51.04,78,36,23.29
402,36883,ru,lyamino,58.2839,57.725,13.24,87,68,11.77
403,36921,ru,malino,55.111952,38.173843,28.4,58,40,6.71
404,37243,ru,nizhniy ingash,56.2003,96.5373,29.98,74,56,5.61
405,37270,ru,novaya ladoga,60.102457,32.30191,16.03,78,80,8.75
406,37281,ru,novki,56.363864,41.086548,18.19,80,88,3.27
407,37362,ru,novotalitsy,57.009373,40.850897,,,,
408,37517,ru,otradnoye,59.7775,30.818056,15.8,78,75,8.95
409,37543,ru,paranga,56.703889,49.404722,18.73,92,76,5.39
410,37731,ru,porechye-rybnoye,57.098053,39.383536,20.62,84,76,3.04
411,37958,ru,saint petersburg,59.89444399999999,30.264167,15.8,78,75,8.95
412,38194,ru,skopin,53.824856,39.550528,16.21,87,92,6.85
413,38240,ru,solginskiy,61.05,41.342778,-1.07,67,0,3.27
414,38467,ru,takhtamygda,54.1,123.566667,44.56,52,0,3.38
415,38527,ru,temizhbekskaya,45.445556,40.845,45.55,76,76,26.19
416,38530,ru,temryuk,45.270547,37.387161,42.8,75,40,15.66
417,38600,ru,troitskoye,55.3,38.533333,36.01,98,92,5.39
418,38759,ru,uspenskoye,44.8311,41.3927,48.2,66,0,31.32
419,38881,ru,verkhniy uslon,55.7701,48.9823,10.4,60,0,8.95
420,38894,ru,verkhoturye,58.862706,60.805363,21.34,66,0,8.97
421,38909,ru,vetluzhskiy,58.390162,45.465425,17.47,78,8,3.6
422,39224,ru,zaymishche,52.7264,32.2334,17.74,95,88,6.96
423,39319,rw,kigali,-1.9536111,30.060555600000004,66.2,88,75,2.24
424,39467,se,sala,59.916667,16.6,24.8,73,36,6.93
425,39499,se,vetlanda,57.433333,15.066667,19.4,79,0,5.82
426,39500,se,visby,57.63333299999999,18.3,28.4,68,0,10.29
427,39570,si,radovljica,46.34444439999999,14.174444400000002,28.4,86,90,4.7
428,39600,si,velenje,46.3591667,15.110277800000002,35.6,76,0,11.41
429,39623,sk,cadca,49.4333333,18.7833333,28.4,85,90,2.24
430,39636,sk,hrinova,48.5833333,19.5333333,24.8,73,20,2.24
431,39649,sk,levice,48.21666670000001,18.6,24.8,73,20,2.24
432,39735,sl,bomi,7.2461110999999985,-11.525833300000002,76.33,94,100,2.93
433,40220,th,non sang,16.868696,102.566422,86,57,75,6.93
434,40221,th,non sung,15.180139000000002,102.256945,84.2,62,75,9.17
435,40240,th,phayakkhaphum phisai,15.516306,103.193667,78.8,69,75,9.17
436,40520,tr,bismil,37.848611,40.665833,60.8,55,0,11.41
437,40527,tr,bozuyuk,39.907778,30.036667,42.8,67,0,4.7
438,40609,tr,islahiye,37.025,36.630556,59,62,0,12.75
439,40620,tr,karacabey,40.215251,28.403778000000006,53.74,78,0,9.98
440,40721,tr,tokat,40.313889,36.554444,51.8,81,0,2.24
441,41098,tz,tanga,-5.0666667,39.1,80.11,82,32,8.08
442,41288,ua,hlukhiv,51.678221,33.916204,15.49,89,88,4.5
443,41386,ua,kosmach,48.329906,24.820519,23,79,0,8.95
444,41558,ua,novyy svit,45.477545,36.297373,29.98,99,76,16.8
445,41717,ua,shyroke,47.69173,33.257145,32.23,98,56,17.81
446,41729,ua,smila,49.22242,31.887138,22.33,83,76,14.45
447,41733,ua,sobolivka,49.336044,28.650964,22.15,91,80,14.45
448,41765,ua,subottsi,48.655452,32.520928999999995,21.88,92,68,14.79
449,41864,ua,vylkove,45.40214,29.585946000000003,23.86,79,32,4.27
450,41972,ug,kiboga,0.9161110999999998,31.7741667,65.35,100,68,5.28
451,42027,us,daphne,30.6033333,-87.90361109999998,53.6,66,1,8.05
452,42063,us,prichard,30.738611100000004,-88.07888890000002,53.6,81,1,3.36
453,42155,us,forrest city,35.00805560000001,-90.7897222,44.6,81,68,4.7
454,42249,us,cerritos,33.8583333,-118.0638889,64.4,45,90,3.36
455,42565,us,soledad,36.4247222,-121.3252778,55.4,81,90,21.92
456,42585,us,tehachapi,35.1322222,-118.4480556,55.4,100,75,8.05
457,42706,us,fairfield,41.1411111,-73.2641667,53.6,100,90,6.93
458,42779,us,auburndale,28.065,-81.7888889,64.4,77,1,11.41
459,42869,us,jacksonville,30.3319444,-81.6558333,60.8,59,1,9.17
460,42879,us,kings point,26.445,-80.14,39.2,38,90,16.11
461,43068,us,douglas,31.508611100000003,-82.85,57.2,66,75,11.41
462,43142,us,aiea,21.3822222,-157.9336111,73.4,69,75,10.29
463,43417,us,bluffton,40.7386111,-85.1716667,30.2,68,90,18.34
464,43580,us,elizabethtown,37.6938889,-85.8591667,35.6,51,40,16.11
465,43755,us,crofton,39.0016667,-76.68777779999998,33.8,92,90,11.41
466,43825,us,salisbury,38.36055560000001,-75.5997222,39.2,93,90,13.87
467,44030,us,big rapids,43.6980556,-85.48361109999998,26.6,57,1,5.82
468,44043,us,eastpointe,42.4683333,-82.9555556,32,63,1,5.82
469,44235,us,corinth,34.9341667,-88.5222222,55.4,46,1,2.71
470,44340,us,webb city,37.1463889,-94.4627778,39.2,86,1,3.36
471,44468,us,plaistow,42.8363889,-71.09527779999998,33.8,74,1,5.82
472,44528,us,fort lee,40.8508333,-73.9705556,39.2,38,90,16.11
473,44596,us,phillipsburg,40.69361110000001,-75.1905556,30.2,100,1,5.82
474,44695,us,arlington,41.6958333,-73.8972222,55.4,80,1,2.71
475,44808,us,north lindenhurst,40.7141667,-73.3819444,39.2,40,90,13.87
476,44827,us,port chester,41.0016667,-73.6661111,39.2,38,90,16.11
477,45018,us,elyria,41.3683333,-82.1077778,33.8,92,90,11.41
478,45202,us,canby,45.2630556,-122.6913889,46.4,52,20,2.15
479,45275,us,east stroudsburg,40.9994444,-75.18166670000002,37.4,40,90,16.11
480,45598,us,beeville,28.400555600000004,-97.7480556,55.4,58,1,5.82
481,45627,us,converse,29.5177778,-98.3158333,44.6,93,1,5.73
482,45657,us,frisco,33.150555600000004,-96.8233333,55.4,46,1,2.93
483,45670,us,haltom city,32.7994444,-97.2688889,55.4,80,1,2.71
484,45693,us,kilgore,32.3861111,-94.8755556,51.8,93,1,6.62
485,45759,us,rockwall,32.9311111,-96.4594444,55.4,53,1,2.93
486,45888,us,williston,44.4375,-73.0686111,26.6,92,20,7.52
487,46021,us,mount vernon,48.4213889,-122.3327778,33.8,92,90,11.32
488,46038,us,richland,46.2858333,-119.28333329999998,39.2,80,1,4.7
489,46068,us,charleston,38.3497222,-81.6327778,39.2,100,90,10.29
490,46118,us,manitowoc,44.0886111,-87.6575,28.4,58,1,10.29
491,46123,us,menomonie,44.87555560000001,-91.9191667,26.6,68,1,3.36
492,46164,us,wauwatosa,43.0494444,-88.0075,32,68,75,10.29
493,46281,uz,urtaaul,41.1866667,69.14527779999999,,,,
494,46289,vc,kingstown,13.133333300000002,-61.21666670000001,79.57,91,44,16.02
495,46342,ve,la victoria,10.233333300000002,-67.33333329999999,71.6,94,20,3.36
496,46360,ve,punta cardon,11.6580556,-70.215,75.16,66,8,17.92
497,46502,ws,satapuala,-13.8333333,-171.9666667,82.4,74,75,8.05
498,46557,za,brakpan,-26.236561,28.369378,71.6,77,12,4.83
499,46561,za,brits,-25.634731,27.780224,73.4,88,0,5.82
